Form name,Form number,Form category ids,Plain language description (1-2 sentences),PDF URL,Arabic URL,Cambodian URL,Chinese URL,Chinese Traditional URL,Farsi URL,Hmong URL,Korean URL,Punjabi URL,Russian URL,Spanish URL,Tagalog URL,Vietnamese URL,Form filling instructions URL,Mandatory Form,Revision Date,,,,,,
Notice of Order Protecting Information of Minor (Domestic Violence Prevention) (Korean),DV-170,domestic-violence,Gives you notice that information in your court case has been made confidential.,https://www.courts.ca.gov/documents/dv170.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Notice of Order Protecting Information of Minor (Domestic Violence Prevention) (Spanish),DV-170,domestic-violence,Gives you notice that information in your court case has been made confidential.,https://www.courts.ca.gov/documents/dv170.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Notice of Order Protecting Information of Minor (Domestic Violence Prevention) (Vietnamese),DV-170,domestic-violence,Gives you notice that information in your court case has been made confidential.,https://www.courts.ca.gov/documents/dv170.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Cover Sheet for Confidential Information,DV-175,domestic-violence,Use this as a cover sheet for any paper or form you want to file in your case that includes confidentail information.,https://www.courts.ca.gov/documents/dv175.pdf,,,https://www.courts.ca.gov/documents/dv175c.pdf,,,,https://www.courts.ca.gov/documents/dv175k.pdf,,,https://www.courts.ca.gov/documents/dv175s.pdf,,https://www.courts.ca.gov/documents/dv175v.pdf,,true,9/1/2020,,,,,,
Request for Release of Minor's Confidential Information,DV-176,domestic-violence,,https://www.courts.ca.gov/documents/dv176.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Notice of Request for Release of Minor's Confidential Information,DV-177,domestic-violence,,https://www.courts.ca.gov/documents/dv177.pdf,,,,,,,,,,,,,,true,1/1/2021,,,,,,
Response to Request for Release of Minor's Confidential Information,DV-178,domestic-violence,,https://www.courts.ca.gov/documents/dv178.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Order on Request for Release of Minor's Confidential Information,DV-179,domestic-violence,,https://www.courts.ca.gov/documents/dv179.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Agreement and Judgment of Parentage,DV-180,domestic-violence,Use this form if both parents agree ---,https://www.courts.ca.gov/documents/dv180.pdf,,,https://www.courts.ca.gov/documents/dv180c.pdf,,,,https://www.courts.ca.gov/documents/dv180k.pdf,,,https://www.courts.ca.gov/documents/dv180s.pdf,,https://www.courts.ca.gov/documents/dv180v.pdf,,true,7/1/2014,,,,,,
Proof of Personal Service (CLETS),DV-200,"domestic-violence, proof-of-service",Use this form to prove to the court that the restrained person has been served in person.,https://www.courts.ca.gov/documents/dv200.pdf,,,,,,,https://www.courts.ca.gov/documents/dv200k.pdf,,,https://www.courts.ca.gov/documents/dv200s.pdf,,https://www.courts.ca.gov/documents/dv200v.pdf,,false,7/1/2016,,,,,,
What Is Proof of Personal Service? (Domestic Violence Prevention),DV-200-INFO,"domestic-violence, proof-of-service","Explains how to serve the other side by ""personal service."",https://www.courts.ca.gov/documents/dv200info.pdf,,,,,,,https://www.courts.ca.gov/documents/dv200infok.pdf,,,https://www.courts.ca.gov/documents/dv200infos.pdf,,https://www.courts.ca.gov/documents/dv200infov.pdf,,false,1/1/2020
""What if the Person I Want Protection From is Avoiding (Evading) Service? (Domestic Violence Prevention)",DV-205-INFO,domestic-violence,"Explains what you can do if the other side is avoiding ""personal service."",https://www.courts.ca.gov/documents/dv205info.pdf,,,,,,,,,,,,,,false,1/1/2020
""Summons (Domestic Violence Restraining Order)",DV-210,domestic-violence,Use this form if a judge has given you permission to serve the other side in a special way. The judge will tell you whether you need to use this form.,https://www.courts.ca.gov/documents/dv210.pdf,,,,,,,,,,,,,,true,1/1/2020
Proof of Service by Mail (CLETS) (Domestic Violence Prevention),DV-250,"domestic-violence, proof-of-service",Use this form to prove to the court that you gave the other side court papers by mail. ,https://www.courts.ca.gov/documents/dv250.pdf,,,https://www.courts.ca.gov/documents/dv250c.pdf,,,,https://www.courts.ca.gov/documents/dv250k.pdf,,,https://www.courts.ca.gov/documents/dv250s.pdf,,https://www.courts.ca.gov/documents/dv250v.pdf,,false,1/1/2020,,,,,,
Findings and Order to Terminate Restraining Order After Hearing (CLETS—CANCEL),DV-400,domestic-violence,Tells you if the court has canceled or changed a long-term restraining order. ,https://www.courts.ca.gov/documents/dv400.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/dv400s.pdf,,,,true,7/1/2016,,,,,,
How Do I Ask to Change or End a Domestic Violence Restraining Order After Hearing?,DV-400-INFO,domestic-violence,Explains how to change or cancel a long-term restraining order. A long-term restraining order usually lasts from one to five years. ,https://www.courts.ca.gov/documents/dv400info.pdf,,,https://www.courts.ca.gov/documents/dv400infoc.pdf,,,,https://www.courts.ca.gov/documents/dv400infok.pdf,,,https://www.courts.ca.gov/documents/dv400infos.pdf,,https://www.courts.ca.gov/documents/dv400infov.pdf,,false,7/1/2016,,,,,,
Can a Domestic Violence Restraining Order Help Me?,DV-500-INFO,domestic-violence,Explains what this type restraining order is and how you can be eligible. ,https://www.courts.ca.gov/documents/dv500info.pdf,,,https://www.courts.ca.gov/documents/dv500infoc.pdf,,,,https://www.courts.ca.gov/documents/dv500infok.pdf,,,https://www.courts.ca.gov/documents/dv500infos.pdf,,https://www.courts.ca.gov/documents/dv500infov.pdf,,false,1/1/2012,,,,,,
How Do I Ask For a Temporary Restraining Order?,DV-505-INFO,domestic-violence,Explains how you can apply for a domestic violence restraining order. ,https://www.courts.ca.gov/documents/dv505info.pdf,,,,,,,https://www.courts.ca.gov/documents/dv505infok.pdf,,,https://www.courts.ca.gov/documents/dv505infos.pdf,,https://www.courts.ca.gov/documents/dv505infov.pdf,,false,7/1/2016,,,,,,
Get Ready for the Court Hearing,DV-520-INFO,domestic-violence,Explains how you can get ready for your court date for a restraining order. ,https://www.courts.ca.gov/documents/dv520info.pdf,,,https://www.courts.ca.gov/documents/dv520infoc.pdf,,,,https://www.courts.ca.gov/documents/dv520infok.pdf,,,https://www.courts.ca.gov/documents/dv520infos.pdf,,https://www.courts.ca.gov/documents/dv520infov.pdf,,false,1/1/2016,,,,,,
How to Enforce Your Restraining Order,DV-530-INFO,domestic-violence,Explains how you can enforce a restraining order that has been granted by a judge.,https://www.courts.ca.gov/documents/dv530info.pdf,,,https://www.courts.ca.gov/documents/dv530infoc.pdf,,,,https://www.courts.ca.gov/documents/dv530infok.pdf,,,https://www.courts.ca.gov/documents/dv530infos.pdf,,https://www.courts.ca.gov/documents/dv530infov.pdf,,false,1/1/2012,,,,,,
Which Financial Form—FL-155 or FL-150? (Domestic Violence Prevention),DV-570,domestic-violence,Explains which form you should use if you are required to show the court and other side your financial situation. ,https://www.courts.ca.gov/documents/dv570.pdf,,,https://www.courts.ca.gov/documents/dv570c.pdf,,,,https://www.courts.ca.gov/documents/dv570k.pdf,,,https://www.courts.ca.gov/documents/dv570s.pdf,,https://www.courts.ca.gov/documents/dv570v.pdf,,false,1/1/2003,,,,,,
Order to Register Out-of-State or Tribal Court Protective/Restraining Order,DV-600,domestic-violence,Ask the court to register a restraining order granted by another state or Canada. ,https://www.courts.ca.gov/documents/dv600.pdf,,,https://www.courts.ca.gov/documents/dv600c.pdf,,,,https://www.courts.ca.gov/documents/dv600k.pdf,,,https://www.courts.ca.gov/documents/dv600s.pdf,,https://www.courts.ca.gov/documents/dv600v.pdf,,true,7/1/2015,,,,,,
Fax Transmission Cover Sheet for Registration of Tribal Court Protective Order,DV-610,domestic-violence,Use this as a cover sheet if you want to register a restraining order granted by a tribe by fax. ,https://www.courts.ca.gov/documents/dv610.pdf,,,,,,,,,,,,,,false,7/1/2012,,,,,,
Order to Register Canadian Domestic Violence Protective/Restraining Order,DV-630,domestic-violence,Ask the court to register a restraining order granted by Canada.,https://www.courts.ca.gov/documents/dv630.pdf,,,https://www.courts.ca.gov/documents/dv630c.pdf,,,,https://www.courts.ca.gov/documents/dv630k.pdf,,,https://www.courts.ca.gov/documents/dv630s.pdf,,https://www.courts.ca.gov/documents/dv630v.pdf,,false,1/22/2019,,,,,,
Request to Renew Restraining Order,DV-700,domestic-violence,Ask a judge to renew your restraining order.,https://www.courts.ca.gov/documents/dv700.pdf,,,https://www.courts.ca.gov/documents/dv700c.pdf,,,,https://www.courts.ca.gov/documents/dv700k.pdf,,,https://www.courts.ca.gov/documents/dv700s.pdf,,https://www.courts.ca.gov/documents/dv700v.pdf,,true,1/1/2012,,,,,,
How Do I Ask the Court to Renew My Restraining Order?,DV-700-INFO,domestic-violence,Explains how you can ask a judge to renew a long-term restraining order. ,https://www.courts.ca.gov/documents/dv700info.pdf,,,https://www.courts.ca.gov/documents/dv700infoc.pdf,,,,https://www.courts.ca.gov/documents/dv700infok.pdf,,,https://www.courts.ca.gov/documents/dv700infos.pdf,,https://www.courts.ca.gov/documents/dv700infov.pdf,,false,1/1/2012,,,,,,
Notice of Hearing to Renew Restraining Order,DV-710,domestic-violence,Tells you when your court date is for a request to renew restraining order.,https://www.courts.ca.gov/documents/dv710.pdf,,,https://www.courts.ca.gov/documents/dv710c.pdf,,,,https://www.courts.ca.gov/documents/dv710k.pdf,,,https://www.courts.ca.gov/documents/dv710s.pdf,,https://www.courts.ca.gov/documents/dv710v.pdf,,true,7/1/2014,,,,,,
Response to Request to Renew Restraining Order,DV-720,domestic-violence,Tell the court and other side if you agree or disagree with ta request to renew a restraining order. This form is filled out by the restrained person only.,https://www.courts.ca.gov/documents/dv720.pdf,,,https://www.courts.ca.gov/documents/dv720c.pdf,,,,https://www.courts.ca.gov/documents/dv720k.pdf,,,https://www.courts.ca.gov/documents/dv720s.pdf,,https://www.courts.ca.gov/documents/dv720v.pdf,,true,1/1/2012,,,,,,
Order to Renew Domestic Violence Restraining Order,DV-730,domestic-violence,Tells you that a judge has renewed a restraining order.,https://www.courts.ca.gov/documents/dv730.pdf,,,https://www.courts.ca.gov/documents/dv730c.pdf,,,,https://www.courts.ca.gov/documents/dv730k.pdf,,,https://www.courts.ca.gov/documents/dv730s.pdf,,https://www.courts.ca.gov/documents/dv730v.pdf,,true,1/1/2012,,,,,,
"Proof of Firearms Turned In, Sold, or Stored",DV-800,domestic-violence,Shows the court that the restrained person turned in or sold their firearms.,https://www.courts.ca.gov/documents/dv800.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
"How Do I Turn In, Sell, or Store My Firearms?",DV-800-INFO,domestic-violence,Explains how you can legally turn in or sell your firearms. ,https://www.courts.ca.gov/documents/dv800info.pdf,,,https://www.courts.ca.gov/documents/dv800infoc.pdf,,,,https://www.courts.ca.gov/documents/dv800infok.pdf,,,https://www.courts.ca.gov/documents/dv800infos.pdf,,https://www.courts.ca.gov/documents/dv800infov.pdf,,false,7/1/2014,,,,,,
Proof of Enrollment for Batterer Intervention Program,DV-805,domestic-violence,Shows the court that the restrained person enrolled in a batterers intervention program. This form is only used if the restrained person was ordered by the judge to attend this type of program. ,https://www.courts.ca.gov/documents/dv805.pdf,,,https://www.courts.ca.gov/documents/dv805c.pdf,,,,https://www.courts.ca.gov/documents/dv805k.pdf,,,https://www.courts.ca.gov/documents/dv805s.pdf,,https://www.courts.ca.gov/documents/dv805v.pdf,,true,7/1/2016,,,,,,
Batterer Intervention Program Progress Report,DV-815,domestic-violence,Shows the court whether the restrained person has made progress in the batterers intervention program.  This form is only used if the restrained person was ordered by the judge to attend this type of program. ,https://www.courts.ca.gov/documents/dv815.pdf,,,https://www.courts.ca.gov/documents/dv815c.pdf,,,,https://www.courts.ca.gov/documents/dv815k.pdf,,,https://www.courts.ca.gov/documents/dv815s.pdf,,https://www.courts.ca.gov/documents/dv815v.pdf,,false,7/1/2016,,,,,,
Order Transferring Wireless Phone Account,DV-900,domestic-violence,Tells a cell phone provider that the court has transferred a phone number to another person.,https://www.courts.ca.gov/documents/dv900.pdf,,,https://www.courts.ca.gov/documents/dv900c.pdf,,,,https://www.courts.ca.gov/documents/dv900k.pdf,,,https://www.courts.ca.gov/documents/dv900s.pdf,,https://www.courts.ca.gov/documents/dv900v.pdf,,true,7/1/2016,,,,,,
Attachment to Order Transferring Wireless Phone Account,DV-901,domestic-violence,Use this form if more space is needed to list additional phone numbers that have been ordered to be transferred to a new account. ,https://www.courts.ca.gov/documents/dv901.pdf,,,https://www.courts.ca.gov/documents/dv901c.pdf,,,,https://www.courts.ca.gov/documents/dv901k.pdf,,,https://www.courts.ca.gov/documents/dv901s.pdf,,https://www.courts.ca.gov/documents/dv901v.pdf,,true,7/1/2016,,,,,,
Request for Elder or Dependent Adult Abuse Restraining Orders,EA-100,elder-abuse,,https://www.courts.ca.gov/documents/ea100.pdf,,,https://www.courts.ca.gov/documents/ea100c.pdf,,,,https://www.courts.ca.gov/documents/ea100k.pdf,,,https://www.courts.ca.gov/documents/ea100s.pdf,,https://www.courts.ca.gov/documents/ea100v.pdf,,true,1/1/2021,,,,,,
Can a Restraining Order to Prevent Elder or Dependent Adult Abuse Help Me?,EA-100-INFO,elder-abuse,,https://www.courts.ca.gov/documents/ea100info.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Notice of Court Hearing,EA-109,elder-abuse,,https://www.courts.ca.gov/documents/ea109.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
Temporary Restraining Order (CLETS—TEA or TEF),EA-110,elder-abuse,,https://www.courts.ca.gov/documents/ea110.pdf,,,https://www.courts.ca.gov/documents/ea110c.pdf,,,,https://www.courts.ca.gov/documents/ea110k.pdf,,,https://www.courts.ca.gov/documents/ea110s.pdf,,https://www.courts.ca.gov/documents/ea110v.pdf,,true,1/1/2017,,,,,,
Request to Continue Court Hearing (Temporary Restraining Order) (Elder or Dependent Adult Abuse Prevention),EA-115,elder-abuse,,https://www.courts.ca.gov/documents/ea115.pdf,,,,,,,,,,,,,,true,1/1/2020,,,,,,
How to Ask For a New Hearing Date (Elder or Dependent Adult Abuse Prevention),EA-115-INFO,elder-abuse,,https://www.courts.ca.gov/documents/ea115info.pdf,,,,,,,,,,,,,,false,1/1/2020,,,,,,
Order on Request to Continue Court Hearing (Temporary Restraining Order) (CLETS-TEA or TEF) (Elder or Dependent Adult Abuse Prevention),EA-116,elder-abuse,,https://www.courts.ca.gov/documents/ea116.pdf,,,,,,,,,,,,,,true,1/1/2020,,,,,,
Response to Request for Elder or Dependent Adult Abuse Restraining Orders,EA-120,elder-abuse,,https://www.courts.ca.gov/documents/ea120.pdf,,,https://www.courts.ca.gov/documents/ea120c.pdf,,,,https://www.courts.ca.gov/documents/ea120k.pdf,,,https://www.courts.ca.gov/documents/ea120s.pdf,,https://www.courts.ca.gov/documents/ea120v.pdf,,true,1/1/2021,,,,,,
How Can I Respond to a Request for Elder or Dependent Adult Abuse Restraining Orders?,EA-120-INFO,elder-abuse,,https://www.courts.ca.gov/documents/ea120info.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
Elder or Dependent Adult Abuse Restraining Order After Hearing (CLETS—EAR or EAF),EA-130,elder-abuse,,https://www.courts.ca.gov/documents/ea130.pdf,,,https://www.courts.ca.gov/documents/ea130c.pdf,,,,https://www.courts.ca.gov/documents/ea130k.pdf,,,https://www.courts.ca.gov/documents/ea130s.pdf,,https://www.courts.ca.gov/documents/ea130v.pdf,,true,1/1/2021,,,,,,
Proof of Personal Service,EA-200,"elder-abuse, proof-of-service",,https://www.courts.ca.gov/documents/ea200.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
What Is Proof of Personal Service?,EA-200-INFO,"elder-abuse, proof-of-service",,https://www.courts.ca.gov/documents/ea200info.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Proof of Service of Response by Mail,EA-250,"elder-abuse, proof-of-service",,https://www.courts.ca.gov/documents/ea250.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Proof of Service of Order After Hearing by Mail,EA-260,"elder-abuse, proof-of-service",,https://www.courts.ca.gov/documents/ea260.pdf,,,,,,,,,,,,,,false,1/1/2012,,,,,,
Request to Modify/Terminate Elder or Dependent Adult Abuse Restraining Order,EA-600,elder-abuse,,https://www.courts.ca.gov/documents/ea600.pdf,,,,,,,,,,,,,,true,1/1/2018,,,,,,
Notice of Hearing to Modify/Terminate Elder or Dependent Adult Abuse Restraining Order,EA-610,elder-abuse,,https://www.courts.ca.gov/documents/ea610.pdf,,,,,,,,,,,,,,true,1/1/2018,,,,,,
Response to Request to Modify/Terminate Elder or Dependent Adult Abuse Restraining Order,EA-620,elder-abuse,,https://www.courts.ca.gov/documents/ea620.pdf,,,,,,,,,,,,,,true,1/1/2018,,,,,,
Order on Request to Modify/Terminate Elder or Dependent Adult Abuse Restraining Order,EA-630,elder-abuse,,https://www.courts.ca.gov/documents/ea630.pdf,,,,,,,,,,,,,,true,1/1/2018,,,,,,
Request to Renew Restraining Order,EA-700,elder-abuse,,https://www.courts.ca.gov/documents/ea700.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
Notice of Hearing to Renew Restraining Order,EA-710,elder-abuse,,https://www.courts.ca.gov/documents/ea710.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
Response to Request to Renew Restraining Order,EA-720,elder-abuse,,https://www.courts.ca.gov/documents/ea720.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
Order Renewing Elder or Dependent Adult Abuse Restraining Order,EA-730,elder-abuse,,https://www.courts.ca.gov/documents/ea730.pdf,,,,,,,,,,,,,,true,1/1/2012,,,,,,
"Proof of Firearms Turned In, Sold, or Stored",EA-800,elder-abuse,,https://www.courts.ca.gov/documents/ea800.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
"How Do I Turn In, Sell, or Store My Firearms?",EA-800-INFO,elder-abuse,,https://www.courts.ca.gov/documents/ea800info.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
Consent to Electronic Service and Notice of Electronic Notification Address,EFS-005-CV,proof-of-service,,https://www.courts.ca.gov/documents/efs005cv.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
"E-Mail Notice of Hearing: Consent, Withdrawal of Consent, Address Change",EFS-005-JV,proof-of-service,,https://www.courts.ca.gov/documents/efs005jv.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/efs005jvs.pdf,,,,false,1/1/2019,,,,,,
Withdrawal of Consent to Electronic Service (Electronic Filing and Service),EFS-006,proof-of-service,,https://www.courts.ca.gov/documents/efs006.pdf,,,,,,,,,,,,,,false,1/1/2019,,,,,,
Request for Exemption from Mandatory Electronic Filing and Service,EFS-007,proof-of-service,,https://www.courts.ca.gov/documents/efs007.pdf,,,,,,,,,,,,,,false,7/1/2013,,,,,,
Order of Exemption from Electronic Filing and Service,EFS-008,proof-of-service,,https://www.courts.ca.gov/documents/efs008.pdf,,,,,,,,,,,,,,false,7/1/2013,,,,,,
Notice of Change of Electronic Service Address,EFS-010,proof-of-service,,https://www.courts.ca.gov/documents/efs010.pdf,,,,,,,,,,,,,,false,1/1/2011,,,,,,
Proposed Order (Cover Sheet),EFS-020,proof-of-service,,https://www.courts.ca.gov/documents/efs020.pdf,,,,,,,,,,,,,,true,2/1/2017,,,,,,
Proof of Electronic Service,EFS-050,proof-of-service,,https://www.courts.ca.gov/documents/efs050.pdf,,,,,,,,,,,,,,false,2/1/2017,,,,,,
Attachment to Proof of Electronic Service (Documents Served),EFS-050(D),proof-of-service,,https://www.courts.ca.gov/documents/efs050d.pdf,,,,,,,,,,,,,,false,1/1/2010,,,,,,
Attachment to Proof of Electronic Service (Persons Served),EFS-050(P),proof-of-service,,https://www.courts.ca.gov/documents/efs050p.pdf,,,,,,,,,,,,,,false,2/1/2017,,,,,,
Abstract of Judgment—Civil and Small Claims,EJ-001,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej001.pdf,,,,,,,,,,,,,,true,7/1/2014,,,,,,
Acknowledgment of Satisfaction of Judgment,EJ-100,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej100.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
Application for Entry of Judgment on Sister-State Judgment,EJ-105,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej105.pdf,,,,,,,,,,,,,,false,7/1/1983,,,,,,
Notice of Entry of Judgment on Sister-State Judgment,EJ-110,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej110.pdf,,,,,,,,,,,,,,false,7/1/1983,,,,,,
Notice of Application for Recognition and Entry of Tribal Court Money Judgment,EJ-115,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej115.pdf,,,,,,,,,,,,,,true,7/1/2015,,,,,,
Application and Order for Appearance and Examination,EJ-125,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej125.pdf,,,,,,,,,,,,,,true,1/1/2017,,,,,,
Writ of Execution,EJ-130,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej130.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
Notice of Levy,EJ-150,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej150.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
Memorandum of Garnishee,EJ-152,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej152.pdf,,,,,,,,,,,,,,false,7/1/2013,,,,,,
Exemptions from The Enforcement of Judgments,EJ-155,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej155.pdf,,,,,,,,,,,,,,true,9/1/2020,,,,,,
Current Dollar Amounts of Exemptions from Enforcement of Judgments,EJ-156,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej156.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
Ex Parte Application for Order on Deposit Account Exemption,EJ-157,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej157.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Instructions for Ex Parte Application for Order on Deposit Account Exemption,EJ-157-INFO,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej157info.pdf,,,,,,,,,,,,,,false,9/1/2020,,,,,,
Declaration Regarding Notice and Service for Ex Parte Application for Order on Deposit Account Exemption,EJ-158,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej158.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Order on Application for Designation of Deposit Account Exemption,EJ-159,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej159.pdf,,,,,,,,,,,,,,false,1/1/2021,,,,,,
Claim of Exemption (Enforcement of Judgment),EJ-160,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej160.pdf,,,,,,,,,,,,,,false,1/1/2009,,,,,,
Financial Statement,EJ-165,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej165.pdf,,,,,,,,,,,,,,false,1/1/2007,,,,,,
Notice of Opposition to Claim of Exemption,EJ-170,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej170.pdf,,,,,,,,,,,,,,false,7/1/1983,,,,,,
Notice of Hearing on Claim of Exemption,EJ-175,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej175.pdf,,,,,,,,,,,,,,true,1/1/2007,,,,,,
Notice of Hearing on Right to Homestead Exemption,EJ-180,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej180.pdf,,,,,,,,,,,,,,false,1/1/1985,,,,,,
Notice of Rehearing on Right to Homestead Exemption,EJ-182,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej182.pdf,,,,,,,,,,,,,,false,1/1/1985,,,,,,
Notice of Lien,EJ-185,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej185.pdf,,,,,,,,,,,,,,false,1/1/1985,,,,,,
Application for and Renewal of Judgment,EJ-190,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej190.pdf,,,,,,,,,,,,,,false,7/1/2014,,,,,,
Notice of Renewal of Judgment,EJ-195,"debt-collection, enforcement-of-judgment",,https://www.courts.ca.gov/documents/ej195.pdf,,,,,,,,,,,,,,false,1/1/2007,,,,,,
Expedited Jury Trial Information Sheet,EJT-001-INFO,,,https://www.courts.ca.gov/documents/ejt001info.pdf,,,,,,,,,,,,,,true,7/1/2016,,,,,,
Request to Opt Out of Mandatory Expedited Jury Trial Procedures,EJT-003,,,https://www.courts.ca.gov/documents/ejt003.pdf,,,,,,,,,,,,,,true,7/1/2016,,,,,,
Objection to Request to Opt Out of Mandatory Expedited Jury Trial Procedures,EJT-004,,,https://www.courts.ca.gov/documents/ejt004.pdf,,,,,,,,,,,,,,true,7/1/2016,,,,,,
Agreement of Parties (Mandatory Expedited Jury Trial Procedures),EJT-018,,,https://www.courts.ca.gov/documents/ejt018.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
[Proposed] Consent Order for Voluntary Expedited Jury Trial,EJT-020,,,https://www.courts.ca.gov/documents/ejt020.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
Attachment to [Proposed] Consent OrderOr Agreemetn of Parties,EJT-022A,,,https://www.courts.ca.gov/documents/ejt022a.pdf,,,,,,,,,,,,,,false,7/1/2016,,,,,,
"Petition for Declaration of Emancipation of Minor, Order Prescribing Notice, Declaration of Emancipation, and Order Denying Petition",EM-100,,,https://www.courts.ca.gov/documents/em100.pdf,,,,,,,,,,,,,,true,9/1/2018,,,,,,
Emancipation Pamphlet,EM-100-INFO,,,https://www.courts.ca.gov/documents/em100info.pdf,,,https://www.courts.ca.gov/documents/em100infoc.pdf,,,,https://www.courts.ca.gov/documents/em100infok.pdf,,,https://www.courts.ca.gov/documents/em100infos.pdf,,https://www.courts.ca.gov/documents/em100infov.pdf,,true,9/1/2018,,,,,,
Notice of Hearing—Emancipation of Minor,EM-109,,,https://www.courts.ca.gov/documents/em109.pdf,,,,,,,,,,,,,,true,9/1/2018,,,,,,
Emancipation of Minor Income and Expense Declaration,EM-115,,,https://www.courts.ca.gov/documents/em115.pdf,,,,,,,,,,,,,,true,9/1/2018,,,,,,
Declaration of Emancipation of Minor After Hearing,EM-130,,,https://www.courts.ca.gov/documents/em130.pdf,,,,,,,,,,,,,,true,9/1/2018,,,,,,
Emancipated Minor's Application to California Department of Motor Vehicles,EM-140,,,https://www.courts.ca.gov/documents/em140.pdf,,,,,,,,,,,,,,false,9/1/2018,,,,,,
Emergency Protective Order (CLETS-EPO),EPO-001,,,https://www.courts.ca.gov/documents/epo001.pdf,,,https://www.courts.ca.gov/documents/epo001c.pdf,,,,https://www.courts.ca.gov/documents/epo001k.pdf,,,https://www.courts.ca.gov/documents/epo001s.pdf,,https://www.courts.ca.gov/documents/epo001v.pdf,,true,1/1/2014,,,,,,
Gun Violence Emergency Protective Order (CLETS-EGV),EPO-002,gun-violence-prevention,,https://www.courts.ca.gov/documents/epo002.pdf,,,https://www.courts.ca.gov/documents/epo002c.pdf,,,,https://www.courts.ca.gov/documents/epo002k.pdf,,,https://www.courts.ca.gov/documents/epo002s.pdf,,https://www.courts.ca.gov/documents/epo002v.pdf,,true,9/1/2020,,,,,,
Petition—Marriage/Domestic Partnership (Family Law),FL-100,"custody, child-support, divorce","Start a divorce, legal separation, or annulment case if you are married, registered domestic partners, or both.  This identifies all the issues you want to include in a judgment.",https://www.courts.ca.gov/documents/fl100.pdf,https://www.courts.ca.gov/documents/fl100a.pdf,,https://www.courts.ca.gov/documents/fl100c.pdf,,,,,,,https://www.courts.ca.gov/documents/fl100s.pdf,,,,true,1/1/2020,,,,,,
